id	domi_original	domi_final	domi_delta	wika_original	wika_final	wika_delta	ola_original	ola_final	ola_delta	mean_original	mean_final	mean_delta	weighted_final
seq1_broken	1.1039400100708008	2.0979866981506348	0.994046688079834	0.9397292915839861	2.9008413694302506	1.9611120778462645	0.9572489993737732	3.0736925274994182	2.116443528125645	1.0003061003428533	2.6908401983601014	1.690534098017248	
seq_2_broken	0.8131699562072754	2.140657424926758	1.3274874687194824	0.5465995255086394	2.730780336895298	2.1841808113866588	-0.019621343164634847	2.0664714788017746	2.0860928219664094	0.44671604618376	2.312636413541277	1.865920367357517	
seq_3_broken	0.6535428762435913	1.5662981271743774	0.9127552509307861	0.8973582073079275	1.68069786187694	0.7833396545690124	0.3622643604608448	2.6990928781409558	2.336828517680111	0.6377218146707878	1.9820296223974243	1.3443078077266364	
seq_4_no_active	-0.9989778399467468	2.181363821029663	3.18034166097641	-0.8892641425064627	2.925973290035638	3.8152374325421006	-0.21229459606965645	3.409295904824013	3.621590500893669	-0.700178859507622	2.8388776719631044	3.5390565314707265	2.5517060008503094
